location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR028,SKU0024,56,21,53,14.92,2025-11-12
BR028,SKU0025,46,19,43,13.68,2025-09-16
BR028,SKU0026,55,23,55,1.89,2025-09-12
BR028,SKU0027,53,11,59,4.99,2025-09-07
BR028,SKU0028,55,26,60,3.42,2025-09-15
BR028,SKU0029,56,24,23,1.74,2025-09-26
BR028,SKU0030,58,21,58,11.13,2025-10-18
BR028,SKU0031,61,12,61,13.43,2025-11-26
BR028,SKU0032,61,18,29,11.81,2025-11-28
BR028,SKU0033,71,12,43,2.7,2025-12-28
BR028,SKU0034,56,12,68,7.12,2025-10-09
BR028,SKU0035,50,21,50,13.99,2025-11-12
BR028,SKU0036,65,21,66,8.43,2025-10-15
BR028,SKU0037,58,18,54,14.7,2025-12-24
BR028,SKU0038,57,27,41,4.27,2025-09-30
BR028,SKU0039,63,15,30,7.54,2025-12-26
BR028,SKU0040,67,27,20,6.66,2025-12-11
BR028,SKU0041,58,17,38,8.01,2025-10-12
BR028,SKU0042,56,16,24,12.96,2025-12-25
BR028,SKU0043,60,26,49,2.53,2025-11-03
BR028,SKU0044,66,19,26,11.41,2025-09-15
BR028,SKU0045,67,10,67,9.53,2025-09-02
BR028,SKU0046,54,29,62,6.65,2025-10-04
BR028,SKU0047,55,25,65,1.39,2025-12-22
BR028,SKU0048,72,21,58,13.98,2025-09-11
BR028,SKU0049,58,11,51,9.19,2025-11-11
BR028,SKU0050,62,27,52,9.68,2025-11-09
BR028,SKU0051,69,10,26,1.53,2025-09-12
BR028,SKU0052,68,10,27,7.14,2025-11-02
BR028,SKU0053,55,18,66,9.89,2025-09-12
BR028,SKU0054,71,19,29,12.42,2025-10-11
BR028,SKU0055,54,27,47,5.68,2025-09-04
BR028,SKU0056,51,15,25,6.64,2025-09-28
BR028,SKU0057,77,13,35,12.72,2025-09-26
BR028,SKU0058,66,11,29,7.76,2025-10-24
BR028,SKU0059,48,17,48,4.73,2025-09-28
BR028,SKU0060,62,28,39,12.96,2025-12-07
BR028,SKU0061,54,24,68,2.01,2025-10-04
BR028,SKU0062,51,13,36,9.04,2025-09-14
BR028,SKU0063,75,10,67,3.77,2025-10-30
BR028,SKU0064,66,10,45,10.4,2025-11-06
BR028,SKU0065,68,26,24,13.29,2025-09-12
BR028,SKU0066,68,26,22,2.12,2025-10-24
BR028,SKU0067,65,29,68,10.83,2025-12-06
BR028,SKU0068,63,16,54,3.96,2025-12-16
BR028,SKU0069,56,24,48,12.29,2025-09-13
BR028,SKU0070,55,14,53,14.53,2025-12-28
BR028,SKU0071,72,29,26,2.69,2025-11-25
BR028,SKU0072,57,14,57,9.52,2025-10-19
BR028,SKU0073,59,22,44,9.4,2025-11-13
BR028,SKU0074,66,29,45,10.55,2025-10-24
BR028,SKU0075,61,23,24,5.42,2025-09-22
BR028,SKU0076,55,21,33,3.18,2025-11-01
BR028,SKU0077,45,20,52,14.66,2025-10-27
BR028,SKU0078,52,13,39,8.4,2025-12-12
BR028,SKU0079,55,14,50,8.93,2025-11-15
BR028,SKU0080,49,13,67,7.53,2025-11-04
BR029,SKU0001,64,28,37,10.32,2025-10-01
BR029,SKU0002,59,11,44,5.95,2025-12-09
BR029,SKU0003,69,14,58,4.69,2025-11-13
BR029,SKU0004,55,14,27,9.8,2025-11-06
BR029,SKU0005,64,29,39,13.11,2025-10-31
BR029,SKU0006,61,13,61,13.31,2025-11-01
BR029,SKU0007,63,16,34,2.38,2025-09-06
BR029,SKU0008,62,18,24,6.34,2025-12-19
BR029,SKU0009,59,15,66,4.54,2025-09-14
BR029,SKU0010,66,22,30,6.99,2025-12-19
BR029,SKU0011,56,24,51,6.53,2025-10-02
BR029,SKU0012,53,11,27,13.85,2025-09-28
BR029,SKU0013,58,28,67,11.32,2025-12-16
BR029,SKU0014,52,24,68,12.26,2025-11-20
BR029,SKU0015,68,17,68,9.42,2025-11-01
BR029,SKU0016,60,20,57,3.12,2025-12-03
BR029,SKU0017,65,23,45,6.39,2025-09-16
BR029,SKU0018,59,26,43,5.9,2025-12-23
BR029,SKU0019,63,19,54,11.65,2025-11-08
BR029,SKU0020,63,23,50,9.05,2025-10-28
BR029,SKU0021,56,26,35,8.94,2025-09-11
BR029,SKU0022,51,23,62,2.69,2025-12-25
BR029,SKU0023,54,15,46,14.31,2025-12-12
BR029,SKU0024,64,19,53,3.33,2025-09-14
BR029,SKU0025,43,12,51,10.39,2025-11-18
BR029,SKU0026,49,24,32,9.77,2025-11-05
BR029,SKU0027,47,19,66,5.8,2025-10-04
BR029,SKU0028,67,28,29,14.8,2025-11-01
BR029,SKU0029,63,23,20,6.52,2025-12-13
BR029,SKU0030,61,27,25,14.36,2025-10-07
BR029,SKU0031,74,21,59,5.2,2025-09-16
BR029,SKU0032,54,16,68,9.35,2025-09-25
BR029,SKU0033,57,15,26,6.43,2025-11-21
BR029,SKU0034,54,18,45,4.72,2025-10-27
BR029,SKU0035,54,12,56,2.08,2025-09-15
BR029,SKU0036,73,16,60,4.7,2025-11-02
BR029,SKU0037,57,15,27,9.7,2025-11-03
BR029,SKU0038,58,21,29,9.06,2025-12-10
BR029,SKU0039,72,25,35,5.5,2025-11-15
BR029,SKU0040,55,23,20,10.59,2025-11-24
BR029,SKU0041,67,19,36,4.04,2025-09-11
BR029,SKU0042,71,13,67,14.16,2025-09-02
BR029,SKU0043,53,18,46,13.23,2025-11-04
BR029,SKU0044,54,27,57,9.48,2025-11-09
BR029,SKU0045,67,25,20,2.5,2025-11-12
BR029,SKU0046,53,16,26,3.37,2025-10-14
BR029,SKU0047,78,29,33,10.78,2025-09-29
BR029,SKU0048,63,28,59,12.66,2025-09-09
BR029,SKU0049,56,11,52,13.08,2025-11-22
BR029,SKU0050,53,11,26,3.42,2025-11-20
BR029,SKU0051,66,17,33,7.4,2025-11-09
BR029,SKU0052,59,18,39,7.6,2025-12-26
BR029,SKU0053,55,14,36,13.99,2025-10-15
BR029,SKU0054,54,18,51,14.75,2025-10-10
BR029,SKU0055,55,26,49,2.93,2025-11-19
BR029,SKU0056,55,12,50,7.43,2025-12-27
BR029,SKU0057,52,28,31,4.68,2025-10-19
BR029,SKU0058,64,15,45,2.39,2025-11-27
BR029,SKU0059,62,17,35,4.7,2025-09-17
BR029,SKU0060,51,24,37,13.24,2025-10-04
BR029,SKU0061,67,14,66,3.18,2025-11-06
BR029,SKU0062,60,19,67,6.98,2025-11-08
BR029,SKU0063,68,11,22,10.22,2025-12-24
BR029,SKU0064,62,14,62,1.8,2025-10-05
BR029,SKU0065,62,17,54,7.59,2025-10-12
BR029,SKU0066,56,14,59,5.85,2025-09-29
BR029,SKU0067,65,24,40,13.52,2025-11-11
BR029,SKU0068,66,23,53,2.25,2025-10-23
BR029,SKU0069,64,14,62,1.48,2025-09-04
BR029,SKU0070,66,23,35,11.73,2025-12-12
BR029,SKU0071,75,27,33,5.8,2025-12-03
BR029,SKU0072,59,29,37,12.43,2025-10-03
BR029,SKU0073,57,25,37,9.01,2025-10-07
BR029,SKU0074,60,12,53,10.12,2025-12-01
BR029,SKU0075,61,28,39,12.47,2025-11-22
BR029,SKU0076,67,14,33,14.7,2025-10-24
BR029,SKU0077,49,12,45,13.03,2025-12-15
BR029,SKU0078,56,27,29,6.75,2025-11-18
BR029,SKU0079,51,15,69,4.22,2025-09-13
BR029,SKU0080,75,15,63,11.94,2025-09-17
BR030,SKU0001,57,22,37,9.23,2025-12-04
BR030,SKU0002,73,19,36,7.81,2025-09-13
BR030,SKU0003,71,27,24,6.26,2025-09-05
BR030,SKU0004,58,25,58,14.69,2025-09-10
BR030,SKU0005,51,27,55,7.52,2025-10-17
BR030,SKU0006,67,22,44,7.21,2025-12-21
BR030,SKU0007,60,13,42,6.69,2025-11-06
BR030,SKU0008,52,18,42,7.58,2025-12-04
BR030,SKU0009,81,24,55,7.46,2025-10-26
BR030,SKU0010,60,12,66,14.64,2025-09-29
BR030,SKU0011,61,15,62,12.16,2025-12-24
BR030,SKU0012,60,28,66,1.91,2025-12-24
BR030,SKU0013,61,13,25,13.2,2025-10-12
BR030,SKU0014,59,15,69,9.76,2025-09-24
BR030,SKU0015,64,20,30,13.69,2025-12-16
BR030,SKU0016,62,14,33,4.56,2025-12-06
BR030,SKU0017,59,28,43,1.36,2025-10-19
BR030,SKU0018,61,28,63,8.64,2025-10-30
BR030,SKU0019,63,13,20,3.92,2025-09-20
BR030,SKU0020,65,21,62,5.86,2025-10-31
BR030,SKU0021,70,23,41,8.33,2025-10-15
BR030,SKU0022,63,14,68,1.21,2025-09-06
BR030,SKU0023,67,23,32,8.68,2025-10-18
BR030,SKU0024,46,22,34,2.24,2025-11-30
BR030,SKU0025,58,21,29,13.47,2025-10-05
BR030,SKU0026,55,26,34,4.03,2025-09-23
BR030,SKU0027,65,27,51,6.02,2025-09-26
BR030,SKU0028,69,20,24,13.71,2025-12-14
BR030,SKU0029,68,19,22,8.94,2025-11-05
BR030,SKU0030,60,14,64,9.5,2025-11-05
BR030,SKU0031,67,23,37,3.31,2025-10-11
BR030,SKU0032,61,22,46,9.26,2025-10-18
BR030,SKU0033,49,29,47,10.58,2025-12-17
BR030,SKU0034,54,11,35,6.93,2025-10-03
BR030,SKU0035,61,17,35,3.17,2025-12-08
BR030,SKU0036,69,15,69,4.51,2025-11-09
BR030,SKU0037,60,24,49,9.19,2025-09-11
BR030,SKU0038,58,26,65,13.27,2025-12-08
BR030,SKU0039,70,19,64,12.37,2025-11-22
BR030,SKU0040,62,23,60,9.96,2025-12-06
BR030,SKU0041,54,11,42,2.5,2025-09-23
BR030,SKU0042,50,25,44,4.86,2025-09-09
BR030,SKU0043,79,25,38,1.12,2025-09-16
BR030,SKU0044,51,11,39,9.81,2025-12-03
BR030,SKU0045,73,12,27,1.4,2025-10-17
BR030,SKU0046,50,22,51,13.98,2025-09-12
BR030,SKU0047,65,11,41,10.62,2025-11-08
BR030,SKU0048,46,12,31,11.51,2025-12-04
BR030,SKU0049,59,12,30,4.01,2025-09-26
BR030,SKU0050,58,13,68,11.65,2025-11-02
BR030,SKU0051,46,14,23,8.96,2025-11-11
BR030,SKU0052,56,20,62,3.32,2025-12-19
BR030,SKU0053,66,23,26,1.02,2025-11-16
BR030,SKU0054,65,18,46,2.67,2025-10-04
BR030,SKU0055,61,11,37,14.49,2025-09-17
BR030,SKU0056,57,16,43,8.26,2025-10-05
BR030,SKU0057,63,23,34,2.41,2025-10-12
BR030,SKU0058,59,11,56,13.92,2025-11-10
BR030,SKU0059,59,12,20,11.12,2025-10-04
BR030,SKU0060,58,21,46,5.36,2025-10-11
BR030,SKU0061,49,21,55,1.78,2025-09-17
BR030,SKU0062,59,28,31,11.05,2025-11-28
BR030,SKU0063,61,26,24,1.8,2025-11-13
BR030,SKU0064,65,23,38,14.98,2025-11-18
BR030,SKU0065,62,20,53,8.34,2025-10-06
BR030,SKU0066,63,11,61,10.29,2025-11-15
BR030,SKU0067,59,13,54,5.56,2025-10-05
BR030,SKU0068,61,24,40,3.64,2025-10-16
BR030,SKU0069,67,23,21,5.49,2025-10-25
BR030,SKU0070,52,13,32,9.28,2025-09-29
BR030,SKU0071,71,19,39,5.43,2025-12-13
BR030,SKU0072,58,24,50,4.59,2025-11-05
BR030,SKU0073,64,23,62,11.27,2025-12-25
BR030,SKU0074,60,10,35,9.33,2025-09-18
BR030,SKU0075,70,29,37,8.1,2025-09-30
BR030,SKU0076,65,23,62,6.88,2025-09-14
BR030,SKU0077,63,15,52,14.99,2025-12-21
BR030,SKU0078,64,10,34,14.58,2025-12-19
BR030,SKU0079,51,26,63,8.08,2025-10-17
BR030,SKU0080,63,12,23,8.09,2025-10-11
BR031,SKU0001,57,18,44,6.25,2025-10-01
BR031,SKU0002,63,13,41,3.13,2025-12-25
BR031,SKU0003,55,26,47,11.85,2025-10-15
BR031,SKU0004,61,24,39,9.37,2025-12-10
BR031,SKU0005,69,25,69,3.53,2025-09-19
BR031,SKU0006,71,10,20,2.63,2025-09-02
BR031,SKU0007,62,29,45,1.03,2025-10-03
BR031,SKU0008,75,13,39,14.46,2025-11-07
BR031,SKU0009,54,24,21,3.73,2025-11-21
BR031,SKU0010,67,14,51,11.9,2025-12-25
BR031,SKU0011,64,25,24,14.19,2025-11-18
BR031,SKU0012,63,20,45,2.66,2025-10-31
BR031,SKU0013,69,17,66,10.63,2025-11-17
BR031,SKU0014,58,29,64,11.91,2025-12-28
BR031,SKU0015,76,17,45,14.95,2025-11-28
BR031,SKU0016,70,17,22,4.54,2025-09-29
BR031,SKU0017,62,15,27,7.61,2025-09-22
BR031,SKU0018,62,28,65,4.93,2025-12-05
BR031,SKU0019,52,18,66,8.73,2025-11-09
BR031,SKU0020,65,27,41,6.44,2025-11-05
BR031,SKU0021,63,11,48,7.84,2025-10-21
BR031,SKU0022,61,11,50,12.67,2025-12-11
BR031,SKU0023,64,12,49,10.43,2025-09-29
BR031,SKU0024,52,28,43,4.36,2025-11-17
BR031,SKU0025,61,16,23,9.41,2025-09-21
BR031,SKU0026,76,19,55,10.13,2025-09-20
BR031,SKU0027,63,18,64,4.32,2025-11-25
BR031,SKU0028,54,21,37,9.67,2025-11-19
BR031,SKU0029,67,10,69,14.72,2025-10-28
BR031,SKU0030,61,21,32,4.41,2025-11-09
BR031,SKU0031,51,18,40,7.67,2025-11-25
BR031,SKU0032,62,29,60,13.2,2025-11-09
BR031,SKU0033,60,21,31,7.6,2025-12-22
BR031,SKU0034,59,24,38,7.5,2025-12-05
BR031,SKU0035,44,13,20,14.18,2025-11-20
BR031,SKU0036,69,11,58,4.58,2025-12-08
BR031,SKU0037,54,21,21,14.27,2025-11-24
BR031,SKU0038,67,23,23,11.73,2025-09-11
BR031,SKU0039,68,12,50,7.25,2025-11-04
BR031,SKU0040,64,16,33,14.83,2025-11-19
BR031,SKU0041,65,24,22,13.75,2025-10-05
BR031,SKU0042,61,26,41,9.71,2025-09-22
BR031,SKU0043,60,10,26,13.32,2025-10-06
BR031,SKU0044,56,10,35,1.27,2025-11-22
BR031,SKU0045,55,10,54,14.55,2025-09-18
BR031,SKU0046,62,14,20,13.89,2025-10-23
BR031,SKU0047,68,26,47,1.26,2025-12-13
BR031,SKU0048,50,11,53,12.44,2025-11-24
BR031,SKU0049,59,10,30,10.23,2025-09-12
BR031,SKU0050,53,11,44,4.24,2025-11-28
BR031,SKU0051,51,21,65,8.8,2025-12-20
BR031,SKU0052,73,28,52,10.89,2025-10-06
BR031,SKU0053,46,14,30,12.12,2025-10-31
BR031,SKU0054,68,18,64,5.05,2025-09-23
BR031,SKU0055,56,19,69,10.29,2025-12-18
BR031,SKU0056,55,14,42,2.18,2025-10-13
BR031,SKU0057,60,26,36,14.25,2025-12-13
BR031,SKU0058,50,21,43,14.11,2025-11-10
BR031,SKU0059,56,25,42,9.77,2025-09-14
BR031,SKU0060,67,14,51,13.76,2025-10-22
BR031,SKU0061,66,10,26,6.52,2025-12-28
BR031,SKU0062,59,29,36,13.22,2025-11-16
BR031,SKU0063,54,25,28,13.85,2025-09-09
BR031,SKU0064,50,28,46,2.42,2025-10-25
BR031,SKU0065,41,14,61,5.89,2025-09-06
BR031,SKU0066,59,20,54,4.11,2025-11-15
BR031,SKU0067,62,28,36,11.63,2025-10-16
BR031,SKU0068,64,11,52,7.88,2025-11-13
BR031,SKU0069,56,16,39,6.06,2025-10-22
BR031,SKU0070,61,18,56,8.64,2025-11-21
BR031,SKU0071,59,16,50,7.8,2025-11-21
BR031,SKU0072,66,26,27,10.98,2025-10-15
BR031,SKU0073,67,27,36,10.02,2025-12-09
BR031,SKU0074,61,27,68,4.67,2025-11-01
BR031,SKU0075,50,11,55,13.25,2025-09-16
BR031,SKU0076,46,20,52,9.78,2025-10-08
BR031,SKU0077,64,11,57,6.54,2025-10-27
BR031,SKU0078,63,10,30,7.97,2025-11-08
BR031,SKU0079,64,10,48,9.81,2025-10-17
BR031,SKU0080,50,17,38,10.5,2025-11-07
BR032,SKU0001,69,26,47,14.71,2025-09-09
BR032,SKU0002,51,21,31,13.49,2025-12-01
BR032,SKU0003,59,19,35,13.31,2025-12-24
BR032,SKU0004,70,26,62,4.2,2025-11-14
BR032,SKU0005,60,19,45,13.92,2025-12-26
BR032,SKU0006,45,25,48,2.45,2025-09-13
BR032,SKU0007,53,14,25,12.84,2025-12-26
BR032,SKU0008,67,17,57,8.22,2025-09-15
BR032,SKU0009,62,23,52,10.09,2025-11-26
BR032,SKU0010,66,21,31,12.0,2025-12-28
BR032,SKU0011,56,12,67,5.14,2025-10-01
BR032,SKU0012,51,16,48,5.8,2025-11-29
BR032,SKU0013,61,11,28,11.15,2025-11-03
BR032,SKU0014,56,28,20,14.08,2025-10-22
BR032,SKU0015,50,20,22,3.09,2025-10-14
BR032,SKU0016,58,11,38,2.44,2025-10-28
BR032,SKU0017,58,25,61,4.33,2025-10-05
BR032,SKU0018,53,19,54,9.16,2025-10-23
BR032,SKU0019,63,26,38,14.31,2025-11-22
BR032,SKU0020,65,28,24,14.7,2025-12-05
BR032,SKU0021,60,10,46,9.12,2025-12-22
BR032,SKU0022,62,28,59,2.59,2025-10-06
BR032,SKU0023,57,13,56,3.72,2025-11-05
BR032,SKU0024,52,27,34,12.59,2025-09-24
BR032,SKU0025,59,16,21,6.92,2025-09-26
BR032,SKU0026,55,22,37,4.99,2025-12-11
BR032,SKU0027,71,26,69,14.43,2025-10-06
BR032,SKU0028,67,21,56,4.47,2025-12-26
BR032,SKU0029,54,20,61,7.27,2025-12-03
BR032,SKU0030,62,28,68,2.11,2025-09-09
BR032,SKU0031,64,17,68,8.63,2025-09-12
BR032,SKU0032,69,26,52,8.54,2025-11-06
BR032,SKU0033,59,17,26,8.78,2025-09-28
BR032,SKU0034,65,18,40,8.73,2025-10-19
BR032,SKU0035,66,11,27,4.7,2025-10-07
BR032,SKU0036,64,11,69,5.04,2025-10-12
BR032,SKU0037,63,12,61,8.55,2025-12-18
BR032,SKU0038,73,13,24,10.65,2025-11-08
BR032,SKU0039,62,18,69,12.86,2025-11-19
BR032,SKU0040,70,21,44,13.56,2025-10-05
BR032,SKU0041,65,22,63,1.35,2025-11-08
BR032,SKU0042,57,18,38,9.34,2025-09-28
BR032,SKU0043,65,15,55,10.85,2025-12-04
BR032,SKU0044,60,10,41,9.11,2025-10-09
BR032,SKU0045,55,13,66,13.79,2025-10-05
BR032,SKU0046,47,29,52,7.57,2025-11-23
BR032,SKU0047,52,19,21,14.14,2025-11-07
BR032,SKU0048,63,15,37,11.2,2025-10-06
BR032,SKU0049,58,17,30,1.47,2025-10-16
BR032,SKU0050,69,25,64,3.7,2025-10-25
BR032,SKU0051,57,23,26,12.55,2025-12-03
BR032,SKU0052,63,14,49,12.97,2025-12-14
BR032,SKU0053,62,27,21,5.5,2025-11-07
BR032,SKU0054,70,28,61,13.49,2025-10-16
BR032,SKU0055,54,11,51,14.82,2025-11-14
BR032,SKU0056,60,22,30,5.86,2025-11-14
BR032,SKU0057,59,19,57,3.83,2025-09-24
BR032,SKU0058,55,19,49,4.95,2025-11-29
BR032,SKU0059,64,16,65,8.32,2025-09-07
BR032,SKU0060,65,21,66,6.44,2025-10-18
BR032,SKU0061,67,12,62,1.76,2025-12-17
BR032,SKU0062,65,13,33,2.32,2025-10-09
BR032,SKU0063,61,25,26,4.86,2025-09-07
BR032,SKU0064,51,23,50,7.27,2025-09-16
BR032,SKU0065,72,21,62,9.48,2025-10-03
BR032,SKU0066,71,10,52,2.66,2025-10-22
BR032,SKU0067,64,11,45,2.26,2025-09-27
BR032,SKU0068,44,17,40,6.24,2025-12-20
BR032,SKU0069,57,26,48,2.13,2025-10-07
BR032,SKU0070,60,13,25,6.33,2025-12-19
BR032,SKU0071,61,15,67,9.35,2025-12-06
BR032,SKU0072,57,12,63,4.94,2025-12-01
BR032,SKU0073,69,18,20,12.17,2025-12-15
BR032,SKU0074,75,12,68,4.93,2025-09-01
BR032,SKU0075,65,10,65,2.2,2025-11-29
BR032,SKU0076,57,23,24,1.43,2025-10-19
BR032,SKU0077,57,13,43,6.44,2025-10-31
BR032,SKU0078,65,13,26,14.33,2025-09-11
BR032,SKU0079,53,25,24,14.29,2025-11-16
BR032,SKU0080,85,20,31,4.37,2025-10-25
BR033,SKU0001,51,18,22,5.76,2025-11-17
BR033,SKU0002,62,27,33,2.57,2025-10-09
BR033,SKU0003,61,28,47,14.99,2025-10-11
BR033,SKU0004,61,20,52,12.83,2025-12-03
BR033,SKU0005,56,12,54,8.26,2025-12-06
BR033,SKU0006,60,22,49,14.06,2025-11-09
BR033,SKU0007,61,10,22,8.62,2025-09-25
BR033,SKU0008,57,25,20,5.75,2025-10-10
BR033,SKU0009,69,21,62,6.56,2025-12-24
BR033,SKU0010,69,15,43,11.16,2025-12-28
BR033,SKU0011,64,28,48,7.82,2025-12-04
BR033,SKU0012,53,13,49,12.99,2025-09-16
BR033,SKU0013,52,11,46,12.56,2025-10-29
BR033,SKU0014,83,12,34,3.42,2025-11-13
BR033,SKU0015,55,15,36,2.88,2025-11-08
BR033,SKU0016,49,15,60,2.64,2025-11-21
BR033,SKU0017,49,12,38,13.43,2025-10-23
BR033,SKU0018,62,28,20,4.88,2025-11-13
BR033,SKU0019,60,27,54,6.36,2025-10-14
BR033,SKU0020,62,16,21,14.8,2025-09-30
BR033,SKU0021,48,20,32,1.58,2025-10-16
BR033,SKU0022,75,19,36,9.52,2025-11-05
BR033,SKU0023,49,23,58,12.49,2025-10-15
BR033,SKU0024,63,23,54,10.29,2025-10-09
BR033,SKU0025,60,24,68,13.62,2025-12-19
BR033,SKU0026,60,24,58,9.15,2025-09-29
BR033,SKU0027,59,16,68,6.63,2025-12-10
BR033,SKU0028,56,25,50,6.64,2025-11-20
BR033,SKU0029,59,18,23,11.62,2025-10-28
BR033,SKU0030,71,27,45,7.87,2025-11-17
BR033,SKU0031,59,22,43,11.02,2025-10-29
BR033,SKU0032,54,25,49,13.21,2025-10-21
BR033,SKU0033,46,10,67,13.97,2025-12-22
BR033,SKU0034,62,19,68,13.0,2025-11-03
BR033,SKU0035,54,28,44,6.4,2025-09-03
BR033,SKU0036,71,23,55,9.18,2025-10-29
BR033,SKU0037,71,11,48,2.87,2025-10-08
BR033,SKU0038,64,29,57,2.75,2025-09-03
BR033,SKU0039,73,15,42,11.94,2025-11-18
BR033,SKU0040,63,11,44,14.23,2025-11-29
BR033,SKU0041,63,17,37,5.94,2025-11-17
BR033,SKU0042,49,10,22,8.83,2025-09-21
BR033,SKU0043,66,15,31,3.42,2025-09-30
BR033,SKU0044,59,28,24,10.25,2025-12-15
BR033,SKU0045,63,18,47,8.0,2025-09-13
BR033,SKU0046,71,23,69,4.83,2025-09-28
BR033,SKU0047,73,21,58,12.84,2025-10-23
BR033,SKU0048,66,28,34,8.46,2025-09-03
BR033,SKU0049,61,27,62,5.47,2025-10-19
BR033,SKU0050,77,20,60,7.41,2025-09-24
BR033,SKU0051,63,15,49,14.62,2025-11-24
BR033,SKU0052,54,25,37,10.56,2025-11-12
BR033,SKU0053,71,26,36,5.87,2025-10-02
BR033,SKU0054,57,27,45,3.31,2025-10-07
BR033,SKU0055,53,16,45,7.23,2025-09-15
BR033,SKU0056,56,23,69,9.38,2025-11-23
BR033,SKU0057,53,16,43,1.77,2025-09-22
BR033,SKU0058,66,20,37,10.68,2025-11-28
BR033,SKU0059,62,17,51,7.39,2025-10-12
BR033,SKU0060,58,19,52,10.1,2025-09-22
BR033,SKU0061,64,10,62,10.36,2025-10-05
BR033,SKU0062,61,10,61,6.96,2025-11-16
BR033,SKU0063,56,28,29,6.63,2025-12-19
BR033,SKU0064,68,21,45,3.82,2025-09-13
BR033,SKU0065,53,27,64,5.44,2025-11-16
BR033,SKU0066,60,19,63,2.82,2025-10-03
BR033,SKU0067,72,19,22,11.58,2025-11-12
BR033,SKU0068,57,12,20,2.45,2025-11-27
BR033,SKU0069,60,10,57,11.52,2025-10-27
BR033,SKU0070,63,20,47,8.04,2025-09-05
BR033,SKU0071,59,11,31,11.61,2025-10-01
BR033,SKU0072,65,27,53,12.49,2025-11-20
BR033,SKU0073,61,27,57,9.67,2025-10-23
BR033,SKU0074,81,18,32,13.31,2025-11-02
BR033,SKU0075,68,12,41,14.57,2025-12-23
BR033,SKU0076,68,11,38,3.19,2025-11-21
BR033,SKU0077,63,17,64,10.93,2025-11-27
BR033,SKU0078,61,28,31,6.84,2025-10-01
BR033,SKU0079,47,12,65,2.06,2025-09-17
BR033,SKU0080,49,17,27,12.19,2025-10-09
BR034,SKU0001,52,17,20,5.7,2025-12-22
BR034,SKU0002,64,27,21,10.68,2025-10-31
BR034,SKU0003,63,23,54,4.72,2025-10-01
BR034,SKU0004,67,19,41,2.9,2025-11-26
BR034,SKU0005,59,22,63,8.38,2025-11-24
BR034,SKU0006,72,27,29,2.07,2025-09-01
BR034,SKU0007,64,16,35,7.98,2025-11-15
BR034,SKU0008,62,28,69,6.07,2025-11-12
BR034,SKU0009,58,24,42,5.41,2025-10-28
BR034,SKU0010,69,15,29,8.16,2025-11-27
BR034,SKU0011,53,20,43,2.73,2025-12-20
BR034,SKU0012,64,13,24,2.87,2025-12-28
BR034,SKU0013,58,14,45,8.27,2025-09-24
BR034,SKU0014,61,23,69,14.54,2025-11-08
BR034,SKU0015,53,15,31,7.91,2025-11-27
BR034,SKU0016,60,26,66,12.05,2025-12-19
BR034,SKU0017,68,18,29,6.0,2025-10-06
BR034,SKU0018,46,21,40,12.83,2025-09-12
BR034,SKU0019,39,22,48,3.36,2025-11-28
BR034,SKU0020,48,29,42,14.87,2025-11-08
BR034,SKU0021,64,26,61,5.02,2025-09-05
BR034,SKU0022,68,29,32,7.73,2025-10-24
BR034,SKU0023,67,10,30,8.56,2025-12-26
BR034,SKU0024,66,19,49,13.66,2025-12-18
BR034,SKU0025,66,14,27,14.03,2025-10-15
BR034,SKU0026,55,21,24,10.55,2025-10-31
BR034,SKU0027,62,14,48,14.02,2025-10-08
BR034,SKU0028,70,18,64,6.55,2025-12-07
BR034,SKU0029,70,19,48,9.7,2025-12-15
BR034,SKU0030,70,18,34,10.85,2025-10-24
BR034,SKU0031,51,24,43,3.81,2025-09-18
BR034,SKU0032,63,19,37,12.71,2025-12-28
BR034,SKU0033,63,18,29,6.32,2025-12-01
BR034,SKU0034,59,27,48,12.4,2025-09-14
BR034,SKU0035,68,22,26,11.71,2025-12-11
BR034,SKU0036,54,24,37,3.63,2025-10-17
BR034,SKU0037,51,21,23,6.39,2025-09-05
BR034,SKU0038,65,10,29,3.42,2025-11-19
BR034,SKU0039,52,26,33,9.36,2025-12-10
BR034,SKU0040,62,27,57,4.73,2025-09-15
BR034,SKU0041,54,18,27,9.22,2025-09-21
BR034,SKU0042,47,10,52,9.28,2025-10-06
BR034,SKU0043,56,27,43,5.14,2025-09-17
BR034,SKU0044,57,24,56,4.99,2025-11-23
BR034,SKU0045,70,21,63,13.17,2025-09-30
BR034,SKU0046,55,22,52,5.65,2025-12-02
BR034,SKU0047,72,15,36,14.06,2025-09-26
BR034,SKU0048,60,27,66,13.13,2025-11-03
BR034,SKU0049,58,10,33,14.35,2025-11-05
BR034,SKU0050,61,27,39,5.06,2025-10-21
BR034,SKU0051,58,27,39,13.33,2025-12-25
BR034,SKU0052,67,18,55,1.47,2025-09-13
BR034,SKU0053,65,11,29,4.29,2025-11-22
BR034,SKU0054,60,28,51,5.74,2025-10-17
BR034,SKU0055,75,22,35,6.15,2025-11-24
BR034,SKU0056,58,28,59,6.22,2025-12-23
BR034,SKU0057,69,27,20,5.2,2025-10-27
BR034,SKU0058,57,20,66,2.86,2025-11-23
BR034,SKU0059,58,12,64,3.24,2025-11-24
BR034,SKU0060,52,28,24,2.57,2025-09-19
